pname,cluster_kmeans,cluster_hdbscan,cluster_birch
5lny,2,16,14
5lnz,27,16,20
5lo0,27,16,20
5lof,16,-1,44
5log,44,-1,3
5lol,26,-1,0
5lom,24,-1,19
5lpa,24,29,46
5lpb,43,-1,40
5lpg,25,-1,13
5lpj,48,-1,21
5lpk,14,-1,17
5lpl,48,-1,21
5lpm,19,-1,12
5lpz,2,-1,14
5lqf,21,-1,29
5lqm,9,-1,32
5lqq,43,-1,8
5lqs,27,-1,9
5lrc,27,-1,20
5lrd,43,0,44
5lre,27,-1,20
5lrf,43,0,44
5lrg,28,-1,4
5lrj,20,-1,26
5lrr,0,-1,36
5lrt,24,-1,46
5lsc,47,-1,39
5lsg,15,-1,0
5lsv,26,-1,0
5ltj,36,-1,10
5ltz,13,-1,35
5lu5,32,-1,19
5lu6,23,-1,46
5lu7,24,-1,19
5lu8,23,-1,13
5lu9,37,-1,6
5lua,23,-1,13
5lub,13,-1,46
5lud,36,-1,10
5luh,24,-1,46
5lun,8,-1,21
5luu,28,19,4
5lvd,2,8,4
5lvl,3,-1,16
5lvn,37,-1,6
5lvo,37,-1,6
5lvp,37,-1,6
5lvq,8,-1,33
5lvr,48,7,21
5lw0,32,-1,3
5lwd,2,8,4
5lwm,46,-1,20
5lwn,3,-1,10
5lwo,24,-1,46
5lwp,46,-1,14
5lwr,11,-1,1
5lws,11,-1,1
5lwt,45,25,1
5lwv,9,-1,32
5lwy,44,-1,3
5lx6,12,-1,23
5lx9,44,-1,46
5lxc,20,-1,26
5lxm,37,-1,3
5lxp,26,-1,35
5ly3,31,-1,5
5lyg,45,-1,1
5lyh,26,-1,35
5lyk,32,-1,3
5lyq,14,-1,17
5lyr,34,-1,36
5lyw,8,17,21
5lyx,8,-1,21
5lyy,26,-1,0
5lz2,39,-1,33
5lz4,39,-1,33
5lz5,16,-1,45
5lz7,26,-1,0
5lz8,39,-1,33
5lz9,26,-1,0
5lzh,24,-1,46
5lzj,24,-1,19
5m03,34,-1,36
5m04,45,-1,13
5m06,3,-1,6
5m0d,10,-1,8
5m0e,31,-1,37
5m0m,10,-1,8
5m12,4,-1,48
5m16,43,-1,9
5m17,26,-1,36
5m18,42,-1,3
5m19,24,-1,19
5m1a,24,-1,28
5m1r,31,-1,25
5m1z,24,-1,19
5m24,4,-1,48
5m27,12,-1,23
5m28,34,-1,18
5m2a,26,-1,23
5m2f,0,-1,1
5m3e,7,-1,2
5m3u,18,-1,3
5m3w,34,-1,36
5m3z,26,-1,35
5m42,44,-1,46
5m4c,28,-1,26
5m4e,2,16,14
5m4f,2,-1,14
5m4h,2,-1,14
5m4i,47,-1,12
5m4j,32,-1,19
5m4l,1,-1,35
5m4m,42,-1,28
5m4p,45,-1,28
5m4q,37,-1,3
5m4u,47,-1,12
5m51,21,-1,12
5m53,20,-1,12
5m55,45,-1,6
5m56,47,-1,12
5m57,47,-1,12
5m58,44,-1,46
5m5a,20,24,26
5m5b,48,-1,33
5m5d,16,-1,8
5m5f,27,16,20
5m5g,41,-1,13
5m5s,44,-1,46
5m60,48,-1,12
5m62,15,-1,23
5m65,3,-1,6
5m66,3,-1,49
5m69,28,8,4
5m6e,11,-1,18
5m6f,8,-1,12
5m6h,11,-1,18
5m6m,11,-1,18
5m6n,0,-1,22
5m6o,26,-1,35
5m6x,38,-1,7
5m6z,7,-1,41
5m70,19,-1,7
5m77,18,-1,3
5m7g,20,-1,26
5m7i,6,-1,48
5m7p,42,-1,28
5m7s,33,-1,19
5m7u,4,-1,35
5m7y,6,-1,48
5m8o,24,-1,46
5m8r,24,-1,46
5m8t,24,27,46
5m8u,47,-1,12
5m8w,19,-1,12
5m8y,47,-1,12
5m90,47,-1,12
5m91,14,-1,17
5m92,47,-1,12
5m96,3,-1,25
5m9w,2,8,4
5m9x,1,-1,3
5ma2,47,-1,12
5ma7,28,8,4
5maa,47,-1,12
5mag,28,-1,12
5mah,20,-1,12
5mai,20,24,26
5mam,44,-1,19
5man,4,-1,48
5mar,45,-1,15
5mat,6,-1,31
5may,18,-1,3
5mb0,14,-1,45
5mb1,18,-1,2
5mb3,11,-1,1
5mb4,24,29,28
5mb5,11,-1,1
5mb7,14,-1,45
5mbc,16,-1,23
5mbd,16,-1,45
5mbe,16,-1,45
5mbh,16,-1,45
5mbj,11,-1,31
5mbk,16,-1,45
5mbx,0,-1,49
5mbz,1,-1,28
5mc0,13,-1,28
5mc1,13,-1,28
5mc2,1,-1,3
5mc3,1,-1,35
5mc4,37,-1,6
5mc5,1,-1,35
5mc8,16,-1,15
5mcb,16,0,44
5mdh,23,-1,13
5mdr,26,-1,36
5meh,41,-1,25
5mek,18,-1,3
5mel,16,-1,8
5mem,43,0,44
5mer,13,-1,28
5mex,17,-1,47
5mf6,45,-1,1
5mfg,1,-1,35
5mfp,0,-1,1
5mfq,40,-1,8
5mfr,8,17,21
5mfs,8,17,21
5mft,8,18,12
5mfv,45,-1,2
5mfw,16,-1,8
5mfz,45,-1,1
5mg2,8,17,21
5mgc,12,-1,23
5mgd,12,-1,23
5mge,48,17,21
5mgf,20,-1,26
5mgg,48,-1,21
5mgh,26,-1,13
5mgj,8,-1,21
5mgk,39,-1,33
5mgn,36,-1,42
5mgu,34,-1,1
5mgw,34,-1,0
5mgz,24,-1,46
5mh1,24,-1,46
5mhb,24,27,46
5mhp,43,-1,11
5mhq,21,-1,29
5mi5,16,-1,8
5mi6,43,2,9
5mi7,40,-1,27
5mih,44,-1,3
5mil,13,-1,46
5mip,36,-1,10
5mj5,8,-1,33
5mja,20,-1,26
5mji,24,28,28
5mjn,5,20,26
5mk4,34,-1,17
5mkj,47,-1,12
5mkr,20,-1,26
5mks,49,-1,42
5mku,22,-1,17
5mkx,8,17,21
5mky,35,-1,11
5mkz,20,24,12
5ml0,8,-1,33
5ml2,24,-1,46
5ml5,37,-1,6
5ml6,11,-1,1
5mlh,24,-1,19
5mli,20,24,26
5mlj,34,-1,17
5mlr,24,-1,19
5mlz,13,-1,46
5mm0,13,-1,46
5mm3,24,-1,46
5mm9,22,-1,33
5mme,48,-1,12
5mmf,49,-1,11
5mmg,8,-1,21
5mmn,8,-1,21
5mmo,8,-1,21
5mmp,22,-1,33
5mmr,49,-1,11
5mn0,6,-1,18
5mn4,25,-1,42
5mng,20,24,26
5mnq,20,23,26
5mnr,2,8,4
5mo4,31,-1,38
5mo5,27,-1,20
5mo7,35,-1,12
5mo8,2,-1,20
5mob,11,-1,18
5mod,28,-1,4
5moe,2,-1,20
5moh,47,-1,12
5mov,28,-1,12
5mp8,28,-1,4
5mpj,19,-1,11
5mpk,48,-1,21
5mpn,48,-1,21
5mpq,44,-1,3
5mpt,32,-1,19
5mpz,48,-1,21
5mq6,45,-1,48
5mqg,8,13,21
5mqk,48,-1,21
5mqv,14,-1,16
5mqw,24,-1,19
5mrd,3,-1,5
5mrh,26,-1,36
5mri,22,-1,17
5mrk,48,-1,21
5mrm,34,-1,36
5mro,34,-1,17
5mrp,34,-1,17
5msb,11,-1,31
5msc,33,-1,19
5msd,33,-1,19
5mso,4,-1,13
5msp,39,-1,31
5msr,26,-1,19
5mss,7,-1,30
5mst,13,-1,46
5msv,23,-1,3
5msw,34,-1,36
5mt0,48,-1,21
5mt3,33,-1,19
5mt4,48,-1,29
5mt9,33,-1,19
5mte,38,-1,37
5mtx,14,-1,17
5mty,30,-1,5
5mu6,15,-1,49
5mu9,42,-1,28
5mua,18,-1,3
5mue,24,-1,46
5mug,24,-1,46
5mul,44,-1,3
5mut,0,-1,22
5muy,11,-1,18
5mvc,19,-1,4
5mvd,28,-1,4
5mvr,17,-1,2
5mvs,11,-1,18
5mvv,49,-1,29
5mw2,4,-1,35
5mw3,22,-1,17
5mw6,11,-1,16
5mw8,33,-1,28
5mwd,13,-1,28
5mwe,24,27,46
5mwg,8,-1,21
5mwh,8,17,21
5mwo,22,13,33
5mwp,22,-1,33
5mwy,22,-1,33
5mwz,47,17,12
5mx6,26,-1,30
5mx8,24,-1,19
5mxb,6,-1,48
5mxc,24,-1,28
5mxf,24,-1,46
5mxg,24,-1,28
5mxh,24,27,46
5mxk,22,13,33
5mxm,17,-1,2
5mxo,34,-1,36
5mxq,47,-1,12
5mxr,47,-1,12
5mxv,22,13,33
5mxw,1,-1,35
5mxx,21,-1,29
5my8,14,-1,29
5myg,47,17,12
5myl,22,13,33
5mym,36,-1,10
5myn,5,-1,26
5myr,46,-1,14
5mys,46,-1,14
5myt,46,-1,14
5myw,20,-1,26
5mz2,31,-1,10
5mz3,36,-1,42
5mzc,13,-1,19
5mze,36,-1,5
5mzg,19,-1,11
5mzi,12,-1,23
5mzj,15,-1,19
5mzk,4,-1,35
5mzn,1,-1,28
5mzp,26,-1,19
5mzx,14,-1,1
5mzz,14,-1,1
5n05,25,-1,1
5n0d,5,20,26
5n0e,5,22,26
5n0f,42,-1,46
5n0n,24,-1,46
5n0o,24,-1,46
5n0p,24,27,46
5n0q,24,-1,19
5n0r,7,-1,30
5n0s,23,-1,30
5n0t,24,-1,46
5n0u,44,-1,3
5n0v,25,-1,10
5n0w,31,-1,30
5n0x,23,-1,30
5n12,26,-1,35
5n16,15,-1,0
5n17,15,-1,0
5n18,0,-1,7
5n1p,15,-1,0
5n1y,13,-1,46
5n1z,22,-1,10
5n20,1,-1,28
5n21,22,-1,18
5n2d,13,-1,46
5n2f,13,-1,46
5n2t,2,8,4
5n2x,2,8,4
5n2z,2,8,4
5n31,2,8,4
5n34,2,8,4
5n3v,2,8,4
5n3w,5,-1,39
5n3y,2,8,4
5n49,47,-1,12
5n4i,44,-1,3
5n4m,22,-1,39
5n4p,22,-1,39
5n4q,22,-1,39
5n4s,47,-1,12
5n4t,47,-1,12
5n53,44,-1,46
5n55,22,-1,17
5n58,8,-1,21
5n5d,33,-1,19
5n5j,28,-1,4
5n5k,47,-1,4
5n5r,44,-1,3
5n5s,45,-1,1
5n5t,44,-1,3
5n5u,34,-1,22
5n5w,33,-1,19
5n63,30,-1,37
5n64,43,-1,40
5n65,43,-1,40
5n66,43,-1,40
5n67,30,-1,38
5n68,43,-1,9
5n6b,24,-1,19
5n6c,25,-1,10
5n6g,26,-1,13
5n6q,18,-1,3
5n6s,16,-1,40
5n6t,43,-1,9
5n70,34,-1,0
5n7j,33,-1,19
5n7m,33,-1,19
5n7o,16,-1,45
5n7q,4,-1,35
5n7t,13,-1,46
5n81,18,-1,3
5n82,23,-1,35
5n84,21,-1,5
5n87,21,-1,29
5n8c,39,-1,31
5n8v,24,-1,46
5n93,48,-1,12
5n9c,24,27,46
5n9k,2,-1,14
5n9l,2,-1,14
5n9m,42,-1,35
5n9n,28,-1,4
5n9p,24,-1,46
5n9r,14,-1,16
5n9s,21,-1,12
5n9t,14,-1,29
5n9x,13,-1,46
5na5,45,-1,15
5nab,4,-1,13
5nae,23,-1,3
5nag,13,-1,46
5nah,4,-1,35
5nak,4,-1,48
5nap,6,-1,13
5nar,3,-1,31
5nau,16,-1,40
5naw,39,-1,16
5nb6,39,-1,31
5nb7,48,-1,21
5nba,39,-1,16
5nbw,6,-1,1
5nby,34,-1,23
5nc1,32,-1,3
5nc9,3,-1,6
5ncb,24,-1,19
5ncd,22,-1,18
5ncj,47,-1,12
5ncy,22,-1,17
5ncz,36,-1,17
5nd0,24,-1,19
5ndb,34,-1,17
5ndf,26,-1,35
5ne5,45,-1,30
5nea,5,20,26
5neb,16,-1,9
5nee,47,-1,12
5nf7,2,-1,14
5nf9,27,-1,14
5nfa,2,-1,14
5nfp,0,-1,1
5nft,22,-1,17
5nfz,49,-1,7
5ng9,34,-1,36
5nge,6,-1,18
5ngl,15,-1,16
5ngr,28,-1,4
5ngs,28,-1,4
5ngt,28,-1,4
5ngz,24,-1,46
5nh7,35,-1,4
5nhf,21,-1,29
5nhh,21,-1,12
5nhj,48,-1,12
5nhl,20,-1,12
5nho,48,-1,12
5nhp,21,-1,12
5nhv,48,-1,12
5nhy,28,-1,4
5nhz,8,-1,12
5ni0,8,-1,33
5ni2,39,-1,33
5ni4,8,-1,39
5ni5,48,-1,29
5ni6,5,-1,39
5ni7,48,7,21
5ni8,21,-1,29
5nib,14,-1,16
5nih,0,-1,22
5nim,22,-1,33
5nio,22,13,33
5nit,35,-1,33
5niw,43,-1,8
5niy,18,-1,2
5niz,46,-1,14
5nj0,46,-1,14
5nj9,18,-1,43
5nja,18,-1,3
5njb,18,-1,3
5njc,18,-1,43
5njf,12,-1,2
5nju,48,-1,21
5njv,48,-1,21
5njz,27,-1,20
5nk0,46,-1,34
5nk1,20,-1,26
5nk2,49,-1,29
5nk3,27,-1,20
5nk4,49,-1,29
5nk5,21,-1,29
5nk6,49,-1,29
5nk7,20,-1,26
5nk8,46,-1,34
5nk9,38,-1,29
5nka,49,-1,29
5nkb,20,-1,26
5nkc,49,-1,29
5nkd,49,-1,29
5nke,49,-1,29
5nkf,49,-1,29
5nkg,21,-1,29
5nkh,21,-1,26
5nki,27,-1,20
5nkn,33,-1,19
5nkw,15,-1,0
5nky,8,17,21
5nld,31,-1,0
5nle,41,-1,3
5nlh,44,-1,3
5nlk,20,-1,12
5nll,44,-1,46
5nlm,29,-1,8
5nln,45,-1,1
5nlo,4,-1,35
5nlp,39,-1,49
5nlq,11,-1,31
5nlr,4,-1,48
5nls,4,-1,35
5nm1,41,-1,25
5nmj,33,-1,19
5nmw,45,-1,1
5nn0,15,-1,31
5nn4,42,-1,28
5nn5,32,-1,28
5nn6,42,-1,28
5nn8,42,-1,28
5nna,13,-1,46
5nnb,13,-1,35
5nnf,8,-1,39
5nns,24,-1,46
5nnt,24,27,46
5nob,28,-1,4
5nos,49,-1,5
5now,36,-1,10
5noy,33,-1,13
5noz,26,-1,13
5np9,10,-1,24
5npc,13,-1,46
5npd,18,-1,23
5npe,4,-1,48
5npr,9,-1,32
5nps,10,-1,32
5nqa,15,-1,0
5nqq,36,-1,10
5nqr,32,-1,6
5nr7,29,-1,8
5nr8,32,-1,19
5nra,15,-1,0
5nrb,40,-1,9
5nrd,43,-1,9
5nre,43,-1,9
5nrf,25,-1,0
5nrw,48,-1,21
5ns9,0,-1,22
5nse,15,-1,0
5nsf,0,-1,18
5nsx,20,24,12
5nt0,20,24,26
5nt4,20,-1,12
5nth,24,-1,46
5nti,48,-1,17
5ntk,21,-1,21
5ntn,3,-1,16
5ntp,3,-1,16
5ntq,3,-1,25
5ntw,48,-1,21
5nty,11,-1,45
5nu1,3,-1,16
5nu2,11,-1,45
5nu3,48,-1,12
5nu5,14,-1,17
5nu6,22,-1,33
5nu7,11,-1,36
5nu8,11,-1,0
5nu9,11,-1,45
5nua,35,-1,33
5nub,11,-1,0
5nuc,30,-1,42
5nuk,8,-1,33
5nul,6,-1,13
5num,8,-1,12
5nun,47,-1,12
5nut,20,24,12
5nv8,13,-1,46
5nv9,18,-1,3
5nva,18,-1,3
5nvc,20,24,12
5nve,28,-1,12
5nvf,20,24,26
5nvh,47,-1,12
5nvv,3,-1,49
5nvw,3,-1,49
5nvx,3,-1,49
5nw0,11,-1,49
5nw1,3,-1,49
5nw2,3,-1,49
5nw7,18,-1,3
5nwb,20,24,26
5nwc,20,24,26
5nwd,20,24,26
5nwg,20,24,26
5nwj,13,-1,46
5nxe,20,-1,12
5nxg,5,22,26
5nxi,5,20,26
5nxo,5,21,26
5nxp,5,20,26
5nxv,5,22,26
5nxw,5,20,26
5ny1,5,21,26
5ny3,5,20,26
5ny6,5,20,26
5nyh,27,16,20
5nyz,33,-1,35
5nz4,36,-1,33
5nze,2,-1,14
5nzf,22,-1,17
5o07,5,22,26
5o0a,7,-1,41
5o0b,41,-1,13
5o0c,37,-1,41
5o0d,7,-1,2
5o0f,31,-1,38
5o0h,7,-1,41
5o0j,32,-1,3
5o0s,7,-1,2
5o0x,6,-1,18
5o0z,24,27,46
5o11,20,-1,12
5o12,2,-1,4
5o13,20,24,26
5o1a,14,-1,17
5o1b,48,-1,21
5o1c,20,-1,26
5o1d,22,-1,17
5o1e,22,-1,17
5o1f,48,-1,21
5o1g,48,-1,17
5o1h,22,-1,17
5o1i,48,-1,21
5o1u,44,-1,3
5o22,24,-1,28
5o2d,26,-1,0
5o2e,19,-1,4
5o2f,35,-1,10
5o2l,31,-1,5
5o2n,23,-1,3
5o2t,18,-1,3
5o2z,42,-1,28
5o39,8,17,21
5o3a,8,17,21
5o3b,8,17,21
5o3c,8,17,21
5o3d,8,17,21
5o3e,8,17,21
5o3f,8,17,21
5o3g,8,17,21
5o3h,8,17,21
5o3i,8,17,21
5o3n,26,-1,0
5o3q,32,-1,19
5o3r,41,-1,3
5o42,6,-1,18
5o43,45,-1,1
5o48,6,-1,18
5o4a,49,-1,29
5o4f,25,-1,5
5o4k,36,-1,10
5o4l,5,-1,4
5o4s,8,-1,21
5o4t,8,17,21
5o4v,22,-1,17
5o4z,18,-1,3
5o55,28,-1,4
5o59,42,-1,35
5o5a,8,17,21
5o5f,47,-1,12
5o5h,8,17,21
5o5z,33,-1,19
5o6h,39,-1,49
5o6j,15,-1,0
5o6o,11,-1,18
5o6x,45,-1,1
5o6z,11,-1,18
5o70,44,-1,3
5o72,1,-1,1
5o74,17,-1,2
5o7c,11,-1,18
5o7d,17,-1,2
5o7e,41,-1,25
5o7f,17,-1,2
5o7v,13,-1,46
5o7w,26,-1,36
5o7y,49,-1,11
5o8d,42,-1,28
5o8h,3,-1,16
5o8q,3,-1,16
5o90,36,-1,11
5o96,24,-1,46
5o9a,39,-1,31
5o9o,1,-1,28
5o9q,44,-1,3
5o9r,1,-1,3
5o9t,37,-1,0
5o9u,14,-1,1
5o9v,26,-1,0
5o9x,33,-1,35
5oa2,1,-1,28
5oa4,6,-1,0
5oa7,15,-1,0
5oa8,32,-1,13
5oai,8,-1,21
5oaw,33,-1,19
5oax,27,-1,20
5obk,34,-1,18
5obu,10,-1,8
5obv,10,-1,2
5obw,10,-1,8
5oby,10,-1,8
5oc1,33,-1,19
5oc3,26,-1,0
5oc8,8,-1,21
5oce,33,-1,19
5ocg,1,-1,28
5oci,27,16,20
5ocj,44,-1,19
5ocm,24,-1,46
5ocq,6,-1,18
5ocs,35,-1,11
5oct,37,-1,6
5od2,24,-1,46
5odh,38,-1,14
5odi,38,-1,37
5odt,37,-1,6
5odu,45,-1,0
5odx,2,-1,14
5ody,27,-1,20
5oe3,26,-1,0
5oe4,34,-1,1
5oe5,45,-1,49
5oe6,0,-1,22
5oec,42,-1,28
5oei,41,-1,3
5oel,0,-1,22
5oep,0,-1,22
5oeq,0,-1,22
5oes,44,-1,3
5oew,0,-1,15
5of0,16,-1,15
5ofk,24,-1,19
5ofl,44,-1,3
5ofv,44,-1,46
5ofw,44,-1,46
5ofx,14,-1,16
5ogh,9,-1,9
5ohi,16,-1,15
5oi2,24,-1,46
5oi5,13,-1,46
5oi8,33,-1,19
5oia,24,-1,46
5oic,15,-1,35
5oif,6,-1,0
5oim,26,-1,35
5oip,26,-1,35
5oir,6,-1,0
5oj7,7,-1,2
5oje,37,25,30
5ojg,32,-1,19
5oji,24,27,46
5ojl,24,-1,19
5ojn,17,-1,2
5ojy,24,-1,46
5ok4,42,-1,28
5oke,15,-1,0
5okg,39,-1,31
5okk,3,-1,16
5okl,26,-1,35
5okq,3,-1,16
5okr,3,-1,16
5oks,11,-1,16
5okt,14,-1,17
5oku,32,-1,19
5ol4,33,-1,19
5olb,16,-1,15
5olg,33,-1,19
5olr,7,-1,30
5ols,7,-1,30
5olv,15,-1,19
5olx,29,-1,47
5oly,29,-1,47
5olz,33,-1,19
5om1,26,-1,19
5om2,1,-1,28
5om3,6,-1,1
5om4,23,-1,19
5om6,1,-1,28
5om7,6,-1,28
5omg,7,-1,2
5omh,43,-1,9
5omj,22,-1,17
5omk,22,-1,17
5omr,11,-1,16
5omu,11,-1,16
5omy,47,-1,12
5oni,28,-1,11
5oo4,18,-1,3
5oo5,44,-1,3
5oo8,44,-1,3
5oo9,44,-1,3
5ooa,44,-1,3
5oog,15,-1,0
5ooh,26,-1,0
5ooi,47,-1,12
5oop,48,-1,21
5oor,48,-1,21
5op2,48,-1,21
5op4,48,-1,21
5op5,48,-1,21
5op6,45,-1,0
5op7,48,-1,21
5op8,37,-1,13
5op9,49,-1,10
5opa,49,-1,10
5opb,48,-1,21
5opc,37,-1,13
5opj,45,-1,1
5opk,18,-1,3
5opm,42,-1,3
5opr,48,-1,21
5ops,48,18,21
5opu,48,-1,21
5opv,48,-1,21
5oq5,20,-1,26
5oq7,20,-1,12
5oq8,48,-1,21
5oqu,2,-1,20
5oqw,25,-1,1
5or8,8,-1,33
5or9,48,17,21
5orb,20,-1,26
5org,23,-1,13
5orh,2,-1,14
5orj,2,-1,14
5ork,28,-1,4
5orl,31,-1,38
5orn,37,-1,41
5oro,31,-1,38
5orp,37,-1,28
5orr,37,-1,41
5ors,31,-1,38
5orv,37,-1,41
5orw,7,-1,2
5orx,37,-1,41
5ory,37,-1,41
5orz,37,-1,41
5os0,37,-1,41
5os1,31,-1,38
5os2,37,-1,41
5os3,37,-1,41
5os5,31,-1,5
5os6,37,-1,41
5os7,2,-1,20
5os8,35,-1,12
5osd,37,-1,41
5ose,37,-1,41
5osf,37,-1,41
5osk,20,-1,26
5osl,19,-1,11
5osq,40,-1,27
5oss,28,-1,11
5ost,7,-1,2
5osw,26,-1,48
5osx,17,-1,2
5osy,33,-1,19
5osz,47,-1,12
5ot5,49,-1,11
5ot6,28,-1,4
5ot8,31,-1,25
5ot9,25,-1,25
5ota,31,-1,25
5otc,31,-1,5
5otd,27,-1,20
5ote,19,-1,7
5otf,36,-1,5
5oth,49,-1,11
5oti,2,-1,20
5otl,28,-1,14
5otm,28,-1,4
5otn,29,-1,8
5oto,35,-1,11
5otq,28,-1,4
5otr,19,-1,11
5oty,35,-1,12
5otz,2,-1,20
5ou0,8,-1,12
5ou1,10,-1,24
5ou2,27,-1,20
5ou3,10,-1,24
5oue,49,-1,11
5ouf,23,-1,30
5ouj,8,17,21
5ouk,47,-1,4
5oul,19,-1,11
5oum,27,-1,20
5ouu,28,-1,4
5ov7,2,-1,4
5ov8,47,17,12
5ove,39,-1,33
5ovf,39,-1,33
5ovg,8,-1,39
5ovh,8,-1,39
5ovi,8,-1,33
5ovk,24,28,28
5ovr,9,-1,32
5ovx,10,-1,32
5ow1,9,-1,32
5ow7,8,-1,33
5ow8,11,-1,18
5ow9,5,-1,21
5owa,47,17,12
5owc,34,-1,36
5owd,5,-1,26
5owh,48,-1,12
5owk,48,-1,21
5owl,28,-1,26
5ows,28,-1,12
5owt,20,-1,26
5owy,27,-1,20
5owz,43,0,44
5ox0,43,0,44
5ox1,43,0,44
5ox3,43,0,44
5ox4,43,0,44
5ox5,3,-1,16
5ox6,39,-1,49
5oxk,44,-1,3
5oxm,33,-1,19
5oxn,13,-1,46
5oxo,44,-1,3
5oya,7,-1,30
5oyf,35,-1,11
5oyh,45,-1,49
5p21,42,-1,3
5p2p,6,-1,36
5p9g,46,-1,14
5p9i,38,-1,34
5pah,39,-1,33
5pgu,34,-1,22
5pgv,3,-1,25
5pgw,34,-1,22
5pgx,14,-1,1
5pgy,34,-1,36
5pzk,3,-1,0
5pzl,37,-1,28
5pzn,37,-1,6
5q0h,48,-1,21
5qa4,39,5,33
5qa5,14,-1,17
5qa6,39,5,33
5qa7,39,5,33
5qa8,14,-1,17
5qa9,14,-1,17
5qaa,36,-1,10
5qab,39,5,33
5qac,22,5,33
5qad,22,5,33
5qae,22,-1,33
5qaf,22,-1,17
5qag,14,-1,17
5qah,14,-1,17
5qai,14,-1,17
5qaj,14,-1,17
5qak,14,-1,17
5qal,39,-1,33
5qam,22,5,33
5qan,36,-1,10
5qao,14,-1,17
5qap,14,-1,17
5qaq,39,5,33
5qar,14,-1,17
5qas,39,5,33
5qat,14,-1,17
5qau,39,5,33
5qav,14,-1,17
5qaw,36,-1,10
5qax,14,-1,17
5qay,22,5,33
5qaz,22,5,33
5qb0,14,-1,17
5qb1,36,-1,10
5qb2,39,5,33
5qb3,14,-1,17
5qby,5,-1,39
5qcl,48,18,21
5qcn,48,18,21
5qcp,27,16,20
5qcq,2,-1,20
5qcr,46,-1,14
5qcs,27,16,20
5qct,27,16,20
5qcu,46,-1,14
5qcv,46,11,14
5qcw,2,-1,20
5qcx,27,16,20
5qcz,46,-1,14
5qd1,46,-1,14
5qd2,27,16,20
5qd3,46,-1,14
5qd5,27,16,20
5qd8,46,-1,14
5qda,46,-1,14
5qdb,46,-1,14
5qdc,27,16,20
5qdd,27,16,20
5qik,47,-1,12
5qil,19,-1,7
5qim,19,-1,7
5qin,20,-1,12
5qqo,8,18,21
5qqp,8,18,21
5qtz,47,-1,12
5qu0,19,-1,7
5qy7,7,-1,41
5qy8,17,-1,30
5qyd,7,-1,41
5r09,18,-1,2
5r0a,7,-1,41
5r0b,18,-1,2
5r0c,18,-1,2
5r0d,18,-1,3
5r0e,41,-1,2
5r0f,17,-1,2
5r0g,17,-1,2
5r0h,17,-1,2
5r0i,17,-1,2
5r0k,18,-1,2
5r0l,18,-1,2
5r0m,18,-1,2
5r1t,14,-1,45
5r1u,11,-1,45
5r1v,14,-1,45
5r1w,11,-1,1
5r1x,26,25,35
5r1y,11,-1,31
5r20,11,-1,1
5r21,1,25,30
5r22,45,25,35
5r23,37,25,35
5r24,1,25,30
5r26,14,-1,45
5r27,11,-1,18
5r28,11,-1,1
5r29,45,25,35
5r2a,23,-1,35
5r2b,37,25,35
5r2c,45,-1,30
5r2d,14,-1,45
5r85,13,-1,46
5r86,13,-1,35
5r87,24,-1,28
5r88,26,-1,23
5r89,26,-1,35
5r8a,24,-1,28
5r8b,13,-1,46
5r8c,24,-1,46
5r8d,24,-1,28
5r8e,24,-1,28
5r8f,13,-1,46
5r8g,24,-1,46
5r8h,24,27,46
5r8i,12,-1,23
5r8j,13,-1,46
5r8k,24,-1,28
5r8l,24,-1,46
5r8m,24,-1,46
5r8n,24,-1,46
5r8o,12,-1,23
5r8p,13,-1,46
5r8q,26,-1,23
5r8u,30,-1,42
5r8v,21,-1,11
5r8w,36,-1,7
5r8x,36,-1,7
5r8y,36,-1,7
5r8z,30,-1,42
5r90,30,-1,42
5r91,30,-1,42
5r92,30,-1,42
5r93,36,-1,7
5r94,36,-1,7
5r95,21,-1,29
5r96,30,-1,42
5r97,30,-1,42
5r98,36,-1,7
5r99,30,-1,42
5r9a,30,-1,38
5r9b,30,-1,42
5r9c,14,-1,17
5r9d,30,-1,42
5r9e,30,-1,42
5r9f,21,-1,29
5r9g,21,-1,10
5r9h,30,-1,42
5r9i,21,-1,29
5r9j,36,-1,7
5r9k,30,-1,42
5r9l,30,-1,42
5r9m,21,-1,29
5r9n,14,-1,7
5r9o,30,-1,38
5r9p,30,-1,42
5r9q,19,-1,11
5r9r,30,-1,42
5r9s,30,-1,38
5r9t,30,-1,38
5r9u,21,-1,29
5r9v,36,-1,7
5r9w,14,-1,7
5r9x,30,-1,42
5r9y,30,-1,42
5r9z,30,-1,38
5ra0,30,-1,42
5ra1,30,-1,7
5ra2,36,-1,7
5ra3,36,-1,7
5ra4,36,-1,7
5ra6,36,-1,7
5ra8,30,-1,42
5ra9,21,-1,7
5rbo,45,25,35
5rbp,14,-1,45
5rbq,45,25,35
5rbr,1,25,1
5rbs,45,25,1
5rbt,45,25,35
5rbu,14,-1,45
5rbv,45,25,1
5rbw,45,25,1
5rbx,6,25,1
5rby,45,25,1
5rbz,45,25,1
5rc0,14,-1,45
5rc1,11,-1,31
5rc2,45,25,1
5rc3,11,-1,1
5rc4,14,-1,45
5rc5,45,25,1
5rc6,11,-1,1
5rc7,14,-1,45
5rc8,14,-1,45
5rc9,6,25,1
5rca,6,25,1
5rcb,11,-1,1
5rcd,45,25,1
5rce,45,25,1
